避難所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
深川第二中学校,131083,東京都,江東区,東京都江東区冬木22-10,35.676389,139.800381
深川第三中学校,131083,東京都,江東区,東京都江東区越中島3-7-1,35.666720,139.795866
深川第四中学校,131083,東京都,江東区,東京都江東区千石1-12-12,35.678961,139.812416
深川第五中学校,131083,東京都,江東区,東京都江東区豊洲4-11-18,35.652341,139.799671
深川第六中学校,131083,東京都,江東区,東京都江東区平野3-6-13,35.678886,139.805564
深川第七中学校,131083,東京都,江東区,東京都江東区毛利1-14-1,35.691270,139.813622
深川第八中学校,131083,東京都,江東区,東京都江東区塩浜2-21-14,35.664758,139.812104
有明中学校,131083,東京都,江東区,東京都江東区有明2-10-1,35.640126,139.796147
辰巳中学校,131083,東京都,江東区,東京都江東区辰巳1-10-57,35.646960,139.811786
東陽中学校,131083,東京都,江東区,東京都江東区東陽2-1-8,35.666724,139.814170
亀戸中学校,131083,東京都,江東区,東京都江東区亀戸9-2-2,35.695272,139.841902
第二亀戸中学校,131083,東京都,江東区,東京都江東区亀戸4-51-1,35.702639,139.832546
第三亀戸中学校,131083,東京都,江東区,東京都江東区亀戸1-12-10,35.695047,139.821240
大島中学校,131083,東京都,江東区,東京都江東区大島8-12-22,35.686437,139.839626
第二大島中学校,131083,東京都,江東区,東京都江東区大島3-27-18,35.691950,139.831331
大島西中学校,131083,東京都,江東区,東京都江東区大島4-1-23,35.686287,139.827495
砂町中学校,131083,東京都,江東区,東京都江東区北砂6-16-28,35.685257,139.836953
第二砂町中学校,131083,東京都,江東区,東京都江東区東砂8-10-9,35.668340,139.839461
第三砂町中学校,131083,東京都,江東区,東京都江東区南砂3-10-3,35.670108,139.830196
南砂中学校,131083,東京都,江東区,東京都江東区南砂2-3-20,35.673282,139.823687
第四砂町中学校,131083,東京都,江東区,東京都江東区北砂5-20-17,35.684712,139.831854
第二南砂中学校,131083,東京都,江東区,東京都江東区南砂1-2-18,35.677958,139.821598
墨田工業高等学校,131083,東京都,江東区,東京都江東区森下5-1-7,35.685301,139.806867
第三商業高等学校,131083,東京都,江東区,東京都江東区越中島3-3-1,35.662804,139.795834
大江戸高等学校,131083,東京都,江東区,東京都江東区千石3-2-11,35.679286,139.817979
深川高等学校,131083,東京都,江東区,東京都江東区東陽5-32-19,35.671022,139.815591
江東商業高等学校,131083,東京都,江東区,東京都江東区亀戸4-50-1,35.702504,139.831528
城東高等学校,131083,東京都,江東区,東京都江東区大島3-22-1,35.692815,139.829274
科学技術高等学校,131083,東京都,江東区,東京都江東区大島1-2-31,35.687049,139.821416
東高等学校,131083,東京都,江東区,東京都江東区東砂7-19-24,35.673766,139.836903
深川老人福祉センター、平野児童館,131083,東京都,江東区,東京都江東区平野1-2-3,35.678457,139.798662
深川図書館,131083,東京都,江東区,東京都江東区清澄3-3-39,35.679155,139.796720
森下児童館,131083,東京都,江東区,東京都江東区森下3-14-6,35.685894,139.802942
森下文化センター,131083,東京都,江東区,東京都江東区森下3-12-17,35.685153,139.802143
森下保育園,131083,東京都,江東区,東京都江東区森下3-14-6,35.686080,139.803122
白河保育園,131083,東京都,江東区,東京都江東区白河1-7-1,35.683184,139.799695
白河かもめ保育園,131083,東京都,江東区,東京都江東区白河1-5-1-101,35.683413,139.800204
深川北子ども家庭支援センター,131083,東京都,江東区,東京都江東区高橋14-6,35.686051,139.799104
元加賀幼稚園,131083,東京都,江東区,東京都江東区白河4-9-17,35.682748,139.807599
深川北スポーツセンター,131083,東京都,江東区,東京都江東区平野3-2-20,35.676893,139.805107
古石場福祉会館、古石場児童館,131083,東京都,江東区,東京都江東区古石場1-11-11,35.669262,139.794682
深川一丁目保育園,131083,東京都,江東区,東京都江東区深川1-6-15-101,35.677271,139.796382
古石場保育園,131083,東京都,江東区,東京都江東区古石場2-14-1-102,35.667114,139.799825
ちどり幼稚園,131083,東京都,江東区,東京都江東区古石場1-11-11,35.669208,139.794864
古石場文化センター,131083,東京都,江東区,東京都江東区古石場2-13-2,35.666887,139.799055
東京海洋大学（越中島キャンパス）,131083,東京都,江東区,東京都江東区越中島2-1-6,35.668157,139.791176
深川スポーツセンター,131083,東京都,江東区,東京都江東区越中島1-2-18,35.670337,139.791441
枝川区民館,131083,東京都,江東区,東京都江東区枝川3-6-16,35.658491,139.810316
豊洲児童館,131083,東京都,江東区,東京都江東区豊洲4-10-4-111,35.653885,139.802825
東雲児童館,131083,東京都,江東区,東京都江東区東雲2-4-4-102,35.643353,139.799241
辰巳児童館,131083,東京都,江東区,東京都江東区辰巳1-1-36,35.647524,139.808966
塩浜保育園,131083,東京都,江東区,東京都江東区塩浜1-3-10,35.663759,139.801195
塩崎保育園,131083,東京都,江東区,東京都江東区塩浜2-6-3,35.660954,139.808628
東雲保育園,131083,東京都,江東区,東京都江東区東雲1-8-5-101,35.644944,139.800238
東雲第二保育園,131083,東京都,江東区,東京都江東区東雲2-4-4-103,35.643353,139.799241
辰巳第二保育園,131083,東京都,江東区,東京都江東区辰巳1-10-65-101,35.648972,139.810713
辰巳第三保育園,131083,東京都,江東区,東京都江東区辰巳1-10-81-101,35.648214,139.811388
潮見保育園,131083,東京都,江東区,東京都江東区潮見1-29-15-101,35.656006,139.814716
豊洲保育園,131083,東京都,江東区,東京都江東区豊洲4-5-6-101,35.654734,139.799430
枝川幼稚園,131083,東京都,江東区,東京都江東区枝川3-4-1-101,35.659473,139.808649
ひばり幼稚園,131083,東京都,江東区,東京都江東区東雲2-4-1-103,35.642192,139.797801
豊洲子ども家庭支援センター,131083,東京都,江東区,東京都江東区豊洲5-5-1-201,35.653677,139.796181
豊洲シビックセンター,131083,東京都,江東区,東京都江東区豊洲2-2-18,35.654267,139.795365
有明スポーツセンター,131083,東京都,江東区,東京都江東区有明2-3-5,35.633171,139.783791
江東区児童・高齢者総合施設（グランチャ東雲）,131083,東京都,江東区,東京都江東区東雲1-9-46,35.649148,139.803429
環境学習情報館（えこっくる江東）,131083,東京都,江東区,東京都江東区潮見1-29-7,35.655100,139.811927
江東公会堂（ティアラこうとう）,131083,東京都,江東区,東京都江東区住吉2-28-36,35.688443,139.819507
千田福祉会館、千田児童館,131083,東京都,江東区,東京都江東区千田21-18,35.681011,139.816545
児童会館,131083,東京都,江東区,東京都江東区住吉1-9-8,35.687599,139.812359
猿江保育園,131083,東京都,江東区,東京都江東区猿江1-8-10,35.685419,139.813538
毛利保育園,131083,東京都,江東区,東京都江東区毛利2-1-14,35.690756,139.816508
千田保育園,131083,東京都,江東区,東京都江東区千田22-8,35.680564,139.816532
つばめ幼稚園,131083,東京都,江東区,東京都江東区扇橋3-20-13-101,35.684349,139.818981
男女共同参画推進センター,131083,東京都,江東区,東京都江東区扇橋3-22-2,35.684093,139.820217
東陽児童館,131083,東京都,江東区,東京都江東区東陽5-16-13,35.671375,139.811805
東陽福祉会館,131083,東京都,江東区,東京都江東区東陽6-2-17,35.674700,139.812425
東陽保育園,131083,東京都,江東区,東京都江東区東陽3-22-1-101,35.669196,139.813720
南陽幼稚園,131083,東京都,江東区,東京都江東区東陽2-1-14,35.667457,139.813749
教育センター、東陽図書館,131083,東京都,江東区,東京都江東区東陽2-3-6,35.667195,139.817133
東陽区民館、東陽子ども家庭支援センター,131083,東京都,江東区,東京都江東区東陽3-1-2,35.668584,139.808569
江東区文化センター,131083,東京都,江東区,東京都江東区東陽4-11-3,35.672347,139.818414
亀戸児童館,131083,東京都,江東区,東京都江東区亀戸2-1-19,35.697808,139.821599
亀戸福祉会館、亀戸第二児童館,131083,東京都,江東区,東京都江東区亀戸1-24-6,35.694692,139.824151
亀戸保育園,131083,東京都,江東区,東京都江東区亀戸6-54-2-101,35.696510,139.832457
亀戸第三保育園,131083,東京都,江東区,東京都江東区亀戸1-24-6,35.694709,139.824393
亀戸第四保育園,131083,東京都,江東区,東京都江東区亀戸4-21-13,35.702605,139.826622
青少年交流プラザ、亀戸第二保育園,131083,東京都,江東区,東京都江東区亀戸7-41-16,35.696751,139.837383
亀戸図書館、亀戸第三児童館,131083,東京都,江東区,東京都江東区亀戸7-39-9,35.696952,139.839331
亀戸スポーツセンター,131083,東京都,江東区,東京都江東区亀戸8-22-1,35.700173,139.836532
亀戸老人福祉センター,131083,東京都,江東区,東京都江東区亀戸9-33-2-101,35.699001,139.842155
亀戸文化センター,131083,東京都,江東区,東京都江東区亀戸2-19-1,35.697596,139.824568
総合区民センター,131083,東京都,江東区,東京都江東区大島4-5-1,35.689044,139.826993
大島児童館,131083,東京都,江東区,東京都江東区大島7-28-1-104,35.693433,139.840163
大島保育園,131083,東京都,江東区,東京都江東区大島5-53-1-101,35.686286,139.838286
大島第二保育園,131083,東京都,江東区,東京都江東区大島4-1-6-130,35.687083,139.830255
大島第三保育園,131083,東京都,江東区,東京都江東区大島6-1-6-130,35.692792,139.833193
大島第四保育園,131083,東京都,江東区,東京都江東区大島8-12-20-101,35.687281,139.838971
大島第五保育園,131083,東京都,江東区,東京都江東区大島4-21-3-101,35.686223,139.832037
わかば保育園,131083,東京都,江東区,東京都江東区大島9-7-8-101,35.694000,139.844235
大島幼稚園,131083,東京都,江東区,東京都江東区大島5-38-1,35.687202,139.835953
第三大島幼稚園,131083,東京都,江東区,東京都江東区大島7-39-2-101,35.691394,139.843766
もみじ幼稚園,131083,東京都,江東区,東京都江東区大島8-21-9-101,35.688945,139.839906
東大島文化センター,131083,東京都,江東区,東京都江東区大島8-33-9,35.689734,139.842411
大島子ども家庭支援センター,131083,東京都,江東区,東京都江東区大島4-1-37,35.687353,139.828177
旧第三大島中学校,131083,東京都,江東区,東京都江東区大島1-20-20,35.685578,139.825204
旧大島南小学校（大島仮校舎）,131083,東京都,江東区,東京都江東区大島5-52-15,35.687036,139.837922
小名木川児童館,131083,東京都,江東区,東京都江東区北砂5-20-5-101,35.682110,139.833696
東砂第二児童館,131083,東京都,江東区,東京都江東区東砂2-13-13,35.685999,139.841639
北砂保育園,131083,東京都,江東区,東京都江東区北砂1-1-4-101,35.682379,139.821743
小名木川保育園,131083,東京都,江東区,東京都江東区北砂1-3-30,35.684167,139.823704
小名木川第二保育園,131083,東京都,江東区,東京都江東区北砂5-20-3-101,35.682191,139.832037
亀高保育園,131083,東京都,江東区,東京都江東区北砂5-20-9-101,35.684788,139.832994
亀高第二保育園,131083,東京都,江東区,東京都江東区北砂5-20-10-101,35.685366,139.834067
東砂保育園,131083,東京都,江東区,東京都江東区東砂2-13-2-101,35.685108,139.841724
東砂第二保育園,131083,東京都,江東区,東京都江東区東砂2-6-4-101,35.684448,139.842965
東砂第三保育園,131083,東京都,江東区,東京都江東区東砂1-5-3-101,35.682146,139.840813
東砂幼稚園,131083,東京都,江東区,東京都江東区東砂4-20-1,35.678355,139.839188
なでしこ幼稚園,131083,東京都,江東区,東京都江東区北砂5-20-7-102,35.683508,139.834078
スポーツ会館,131083,東京都,江東区,東京都江東区北砂1-2-9,35.684242,139.821140
東砂スポーツセンター,131083,東京都,江東区,東京都江東区東砂4-24-1,35.679198,139.839524
砂町文化センター、砂町図書館,131083,東京都,江東区,東京都江東区北砂5-1-7,35.680435,139.831972
城東老人福祉センター,131083,東京都,江東区,東京都江東区北砂4-20-12,35.677485,139.831954
東砂福祉会館、東砂児童館,131083,東京都,江東区,東京都江東区東砂7-15-3,35.674508,139.839719
南砂児童館,131083,東京都,江東区,東京都江東区南砂2-3-17,35.671059,139.823212
東砂第四保育園,131083,東京都,江東区,東京都江東区東砂7-17-35-101,35.674075,139.838485
南砂第一保育園,131083,東京都,江東区,東京都江東区南砂4-4-1-102,35.674653,139.828542
南砂第二保育園,131083,東京都,江東区,東京都江東区南砂2-3-1-101,35.670817,139.821579
南砂第三保育園,131083,東京都,江東区,東京都江東区南砂2-3-3-102,35.673170,139.822983
